Tokens for Kommisar - Springtime
Timestamp: 20260126201528
Shape: torch.Size([9679, 32])
----------------------------------------
Frame | Codebooks (0-31)
197   | 908  6    837  1003 921  370  541  719  1020 559  944  779  932  349  785  681  453  582  490  989  468  668  994  714  835  893  739  621  393  450  791  849 
198   | 994  1014 16   876  36   724  728  406  276  505  501  380  508  294  402  731  338  1016 999  609  583  905  655  231  275  431  739  1011 293  558  913  276 
199   | 41   378  17   560  44   247  672  728  1015 681  162  894  288  289  704  707  787  130  1014 979  735  990  869  790  659  786  739  523  963  682  301  925 
200   | 1003 1014 857  949  943  420  725  135  986  762  422  790  444  514  742  536  536  602  607  959  400  560  549  562  319  815  327  789  365  620  879  868 
201   | 41   1014 775  94   213  395  672  698  751  786  162  1016 493  313  805  966  224  339  189  973  576  473  758  848  972  419  263  635  796  401  301  465 
202   | 759  1014 688  209  861  584  320  869  467  639  145  886  634  933  846  1016 853  922  772  254  989  899  1007 832  888  851  739  709  853  717  572  715 
203   | 822  995  414  23   102  928  283  533  866  666  744  817  942  633  666  988  194  184  714  617  541  1022 440  203  515  373  739  381  309  1011 697  741 
204   | 985  1014 860  502  1008 1022 385  470  702  578  355  848  536  381  376  398  344  736  431  296  511  585  636  755  956  839  714  909  891  750  312  425 
205   | 898  483  483  492  574  218  873  250  191  610  512  344  906  980  467  948  752  14   346  650  443  198  605  804  675  1012 904  1011 513  497  237  1009
206   | 188  721  284  828  818  874  516  426  945  440  285  488  266  247  430  612  271  759  228  881  693  458  432  655  897  962  601  479  451  667  793  512 
207   | 762  151  938  252  514  232  34   294  993  641  890  809  966  369  397  276  421  695  203  737  859  854  959  847  949  931  979  477  611  707  210  890 
208   | 90   521  800  177  509  309  787  274  410  672  294  380  738  457  118  927  68   305  1006 899  490  494  535  834  718  689  679  226  207  894  879  566 
209   | 290  319  988  384  194  741  758  642  247  103  871  68   646  652  376  620  297  766  462  784  446  925  313  540  887  606  967  636  502  437  934  696 
210   | 211  831  948  177  761  24   637  1004 247  435  379  917  452  655  308  748  692  13   968  727  604  819  208  546  247  989  611  982  646  765  874  969 
211   | 210  354  901  736  780  675  576  214  1013 943  254  979  957  510  1016 958  617  343  691  296  790  910  983  573  453  880  739  296  769  298  471  776 
212   | 290  891  623  118  464  44   31   632  794  844  913  407  808  826  631  780  773  553  603  338  733  822  945  690  699  466  739  893  425  1023 688  963 
213   | 45   806  270  177  887  697  720  839  434  530  594  654  724  716  285  346  327  728  216  708  790  926  321  800  955  920  877  251  681  788  294  922 
214   | 32   521  988  812  773  773  368  869  360  185  104  241  539  646  657  558  1017 265  399  580  847  367  1014 861  920  878  739  803  527  676  400  755 
215   | 32   698  988  736  203  823  382  8    987  137  653  919  729  676  581  678  991  592  510  853  270  848  908  892  618  496  739  903  832  311  673  606 
216   | 32   521  988  736  254  207  910  31   114  704  670  302  518  866  880  685  750  35   374  686  821  888  750  904  985  290  739  902  292  562  804  438 
217   | 663  407  130  177  19   274  467  474  439  586  348  326  766  715  684  814  265  418  877  860  459  776  609  382  567  1003 739  566  796  262  732  668 
218   | 41   521  169  148  360  988  382  480  403  179  221  832  900  705  658  719  668  512  845  747  165  122  637  280  722  715  739  872  992  806  300  657 
219   | 721  195  988  219  478  866  637  335  687  986  666  496  698  757  960  802  855  797  386  998  270  856  913  991  685  431  739  219  357  669  715  467 
220   | 721  195  869  900  70   440  430  189  601  577  637  573  898  507  380  815  1008 127  251  174  778  477  872  562  492  312  739  471  498  690  587  869 
221   | 618  195  282  311  116  1021 637  992  349  438  781  858  348  658  858  389  509  64   788  848  734  634  676  980  923  875  739  839  759  270  785  823 
222   | 776  504  436  420  582  865  1016 262  189  612  713  891  1015 964  478  463  594  184  948  408  926  588  65   835  848  710  739  746  946  171  816  792 
223   | 258  860  775  432  428  326  264  191  392  965  827  147  650  506  739  867  398  833  759  1005 633  832  595  816  838  385  941  1021 962  292  849  1015
224   | 295  116  179  856  72   682  225  546  904  985  353  790  295  896  459  578  364  704  509  473  411  834  879  1020 454  914  739  284  406  651  559  999 
225   | 295  186  395  736  476  338  713  335  244  1003 509  756  500  609  382  727  984  249  711  926  777  973  463  1003 997  842  739  858  784  925  868  827 
226   | 882  770  802  357  411  575  223  958  125  764  999  470  391  871  962  979  732  486  246  971  229  931  256  787  285  519  739  772  676  707  308  961 
227   | 882  85   752  28   198  958  35   190  187  447  759  994  1000 732  515  926  834  655  338  478  688  891  169  787  587  881  739  991  654  791  690  980 
228   | 882  952  182  311  585  241  486  605  755  748  299  703  408  313  592  953  973  546  651  338  132  395  834  958  898  725  739  556  610  964  907  990 
229   | 294  593  1    858  746  150  0    446  512  916  399  481  369  326  772  646  654  606  720  878  577  675  555  717  268  711  701  513  927  707  583  846 
230   | 334  452  365  609  574  370  12   925  191  217  425  304  648  902  698  445  782  300  393  673  950  723  600  419  730  914  945  253  417  748  816  644 
231   | 930  986  938  661  403  207  124  148  824  557  291  267  341  155  469  734  423  407  909  488  605  460  632  287  450  962  734  990  935  212  720  318 
232   | 992  152  121  905  299  890  707  402  349  333  287  837  636  384  269  736  656  223  942  933  434  472  190  241  355  649  882  477  631  491  651  928 
233   | 992  815  603  118  234  844  603  503  503  767  700  407  639  670  915  553  773  650  885  958  972  588  602  674  676  315  739  542  451  788  686  581 
234   | 365  40   877  151  880  68   699  256  272  593  711  468  1007 829  963  578  895  755  220  944  248  588  837  711  899  911  739  310  849  1023 306  607 
235   | 210  98   901  736  780  682  74   706  660  760  905  396  264  891  887  820  363  744  741  1012 948  503  977  648  1003 312  751  786  804  662  964  929 
236   | 290  356  107  177  191  509  838  425  731  417  761  268  557  381  604  970  610  407  791  519  419  489  934  921  462  806  739  879  581  763  320  473 
237   | 45   521  999  917  333  610  681  667  937  756  325  296  748  886  661  794  194  274  834  157  988  456  1020 910  216  647  739  546  539  989  626  552 
238   | 614  989  901  253  705  868  759  697  965  385  805  766  359  640  725  483  786  368  202  1012 507  797  308  744  168  803  837  286  365  707  734  906 
239   | 7    781  686  324  428  756  121  118  902  17   555  581  990  527  443  639  808  1016 336  1001 187  706  558  712  578  988  739  933  971  707  292  960 
240   | 88   494  452  855  417  24   125  233  582  368  109  374  534  243  864  473  465  1010 223  609  858  781  679  818  641  845  739  842  305  620  314  1017
241   | 88   733  690  855  253  828  431  725  382  601  229  277  503  633  682  689  145  136  804  653  225  215  969  893  564  601  739  257  624  888  694  543 
242   | 474  263  210  900  948  603  107  7    857  753  702  931  282  618  809  446  907  973  423  1014 305  941  725  511  848  803  739  450  891  980  852  900 
243   | 768  1016 755  324  353  715  829  111  571  808  515  638  483  905  375  518  820  455  440  937  908  592  860  562  937  753  739  227  668  297  541  686 
244   | 692  767  165  42   60   720  660  294  241  578  287  954  799  790  570  818  904  167  159  152  1014 471  928  562  409  656  739  915  575  615  722  647 
245   | 759  513  393  1017 60   906  359  790  192  756  630  268  1011 966  754  758  250  456  747  849  311  556  814  508  955  441  739  908  649  802  986  1001
246   | 985  121  729  49   948  675  970  433  380  811  850  323  762  799  745  522  222  771  428  632  132  210  1012 839  946  974  739  885  698  611  907  458 
247   | 985  607  230  849  209  200  36   714  174  889  288  666  1023 812  896  849  374  109  402  908  539  471  919  236  939  641  739  811  518  935  917  921 
248   | 419  412  182  886  582  779  897  661  399  876  683  31   868  380  581  955  494  12   550  527  316  359  500  825  460  466  584  944  708  514  686  798 
249   | 41   767  182  402  209  988  194  111  603  329  861  478  532  601  684  243  318  519  271  463  693  820  322  287  822  466  739  893  334  864  433  826 
250   | 41   767  215  532  198  463  507  756  412  469  28   919  197  261  932  262  776  228  657  832  895  777  608  287  972  466  739  429  507  584  503  893 
251   | 41   767  130  992  194  738  829  801  721  751  622  177  382  502  398  787  790  823  135  760  754  648  1006 932  575  893  739  326  576  166  514  693 
252   | 822  211  436  992  757  988  202  338  509  559  196  679  982  892  861  567  402  383  589  1021 811  245  303  745  783  704  739  767  993  565  678  552 
253   | 822  195  169  992  761  440  835  869  320  830  422  407  594  364  610  723  725  582  329  877  272  851  663  641  675  431  739  589  559  541  685  783 
254   | 474  395  588  577  543  977  448  367  249  958  547  338  309  863  634  669  296  655  142  715  592  732  585  939  704  282  611  875  674  463  864  438 
255   | 188  235  365  828  873  165  883  656  990  851  812  865  721  665  698  793  834  181  753  228  210  732  937  993  614  592  321  231  608  1007 311  789 
256   | 442  912  671  839  137  1008 560  426  371  917  554  643  249  976  603  979  208  973  173  766  524  1016 619  520  854  474  1015 768  871  882  879  884 
257   | 90   184  94   141  543  827  181  671  898  171  385  869  554  417  583  521  402  306  184  380  209  761  431  458  948  648  739  911  999  991  995  1013
258   | 365  860  288  736  1011 65   450  894  11   988  842  504  750  609  977  198  483  77   642  981  918  300  669  442  584  859  460  491  448  959  879  586 
259   | 14   860  33   736  105  0    970  652  998  492  427  536  478  695  496  128  255  98   397  825  433  235  997  945  644  941  739  461  923  892  879  796 
260   | 122  817  408  177  347  873  953  430  666  161  271  672  857  963  924  1004 347  530  952  631  320  744  977  619  750  917  739  247  683  1005 924  951 
261   | 249  612  8    20   767  134  604  425  226  884  895  877  730  412  609  527  786  512  602  857  834  522  276  505  435  249  739  533  375  715  829  691 
262   | 88   134  623  151  278  57   637  544  501  360  653  569  980  390  437  901  999  696  702  449  853  781  354  978  587  494  1003 864  747  786  941  906 
263   | 653  806  646  177  363  66   423  413  422  914  973  342  736  383  118  723  841  7    898  455  900  594  979  760  810  859  739  721  410  996  537  402 
264   | 210  806  200  177  363  292  681  240  120  879  830  689  905  410  678  426  911  212  868  885  880  395  482  562  654  240  739  717  554  419  874  504 
265   | 134  698  988  736  55   628  658  296  876  725  646  859  445  463  325  872  315  722  664  230  786  452  750  562  836  811  739  289  871  736  980  952 
266   | 232  860  988  736  515  1000 23   766  462  422  414  743  399  636  581  707  921  517  752  205  988  739  387  482  597  830  739  462  587  542  633  734 
267   | 297  510  509  905  889  675  567  689  291  705  594  501  663  343  394  918  938  238  397  387  589  891  955  213  483  851  739  527  207  292  990  670 
